s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,member
https://golemlab.eu/graph/11054073,1197,Seven Sins,"Each year, on the 13th of January, one girl or boy from one country is chosen to descend to hell and please the demons. This year, a certain someone from a certain country was chosen...",2017-05-31,60665.0,General Audiences,F/M,Completed,BTS fluff | Demon!AU | I suck at tags OMG | bts demon | bts devil | bts hell,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | Rap Monster/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/26738401,1187,Redamancy | BTS ✔,"Redamancy (n.) - a love returned in full. A hybrid BTS x reader AU. Started: April 19, 2021 Completed: January 17, 2022 Also published on Wattpad.",2021-08-05,104288.0,Teen And Up Audiences,F/M,Completed,BTS AU | Black Panther Hybrid Jeon Jungkook | Bts army - Freeform | Fox Hybrid Park Jimin (BTS) | Hybrid Jeon Jungkook | Hybrid Jung Hoseok | J-Hope | Hybrid Kim Namjoon | RM | Hybrid Kim Seokjin | Jin | Hybrid Kim Taehyung | V | Hybrid Min Yoongi | Suga | Hybrid Park Jimin (BTS) | Hybrids | Red Panda Hybrid Jung Hoseok | J-Hope | Snow Leopard Hybrid Min Yoongi | Suga | Sugar Glider Hybrid Kim Seokjin | Jin | White Bengal Tiger Hybrid Kim Taehyung | V | White Panther Hybrid Kim Namjoon | RM | bangtan - Freeform | bts - Freeform,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin/Reader, Reader/Everyone",jungkook
https://golemlab.eu/graph/38356228,1186,Everything Falls (Into Place),"""I… I might know someone who has a spare room,"" your brother finally muttered hesitantly. You perked up from where the couch had been swallowing you. ""What! And you didn't tell me?"" You accused. ""You'd be living with a bunch of dudes."" ""Oh my god Jackson,"" you groaned, rolling your eyes. ""The fact that you're even suggesting them means that you know them all and they're good people, right? It's not like they're gonna murder me and hide my body in the walls or something."" ""Well, yeah, but…"" ""But WHAT?"" you almost screamed in frustration. ""They're all… hot."" Silence for several moments. Then you started guffawing uncontrollably, unladylike snorts escaping from your lips. ""You are such a dork,"" you gasped between laughs, tears coming to your eyes. ""If I promise not to let them gangbang me, will you please ask?""",2022-04-13,90234.0,Mature,F/M,Completed,Alternate Universe - College/University | Cunnilingus | Eventual Smut | Falling In Love | Female Protagonist | Fluff | Fluff and Humor | Fluff and Smut | Happy Ending | Humor | Is this Egypt because everyone is in Dnile | Mild dubcon in ch 26 | Mutual Pining | Pining | Reader-Insert | Reverse Harem | Romance | Slow Build | Sorry in advance but reader is basically a Mary Sue but at least you're funny? | Tooth-Rotting Fluff | Vaginal Fingering | Vaginal Sex | big brother Jackson,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/7910962,1184,Hiraeth,"The world has been ravaged by famine and disease, and the population has plummeted. You are assigned a breeding partner, but mindlessly repopulating the planet is more difficult than it seems. Especially when you fall in love.",2016-08-31,12596.0,Explicit,F/M,Completed,Alternate Universe - Post-Apocalypse | FLU F F | Fluff | Light Angst | SO MUCH FLUFF | Sexual Content | Sexual Tension | Smut | alternative universe,Jeon Jungkook/Reader,jungkook
https://golemlab.eu/graph/24856153,1181,A Spoonful of Sugar (Makes the Wolfsbane go Down),"You’re just an ordinary witch, working at your grandmother’s potions shop and trying to figure out what exactly you’re doing with your life. Everything is simple, safe, and predictable; the same old routine you’ve been doing since you moved to Seoul two years before. Until the day a pretty warlock comes crashing into your shop looking for a love potion, and dragging yourself and his entire coven into a tangled heap of weird feelings, overly friendly gestures, and a soul bond that you just can’t shake.",2020-06-22,60310.0,Not Rated,F/M,In-Progress,Blood Drinking | Elf Kim Namjoon | Fae Jung Hoseok | Female Reader | Fluff | I Wrote This Instead of Sleeping | I'm writing with the ghost of my 13 year old semi-goth pretender self looking over my shoulder | Occult | Phoenix Min Yoongi | Please don't fact check my history | Reader Insert | Scenting | Sorcerer Kim Seokjin | Supernatural AU - Freeform | True Shifter (Shapeshifter) Park Jimin | Vampire Jeon Jungkook | magical creature au | romantic fluff eventually | warlock Kim Taehyung | witch reader,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader, Reader/Everyone",jungkook
https://golemlab.eu/graph/15667524,1174,tip 143 (for ∞ seconds of love),"Even though he is everything you find attractive in a man, your friend and co-worker Jung Hoseok is just exactly that - a friend and co-worker. For some reason, you have never found yourself attracted to him even though all the girls and guys around you go absolutely crazy for him. But that all changes for you one night while scrolling through Heart2Heart , a sex live cam website...",2018-08-13,87871.0,Explicit,F/M,Completed,Alternate Universe - College/University | Camboy Jung Hoseok | J-Hope | Camgirl Reader | Comedy | Cunnilingus | Degradation | Dirty Talk | Fluff | Friends to Lovers | Masturbation | Multiple Orgasms | Overstimulation | Smut | Vaginal Fingering,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/14350620,1127,Training,"You're sucked into a world of chaos and sex as you become the boys' newest pet...toy...friend? First, you have to get through the many tests and trails they put you through to even hope of staying with them.",2018-04-17,98590.0,Explicit,F/M,In-Progress,Anal | Arguing | BDSM | BDSM Scene | Blindfolds | Bondage | Boys Kissing | Costume Kink | Costumes | Crossdressing | Crying | Crying After Sex | Daddy Kink | Dom!RM | Dom!namjoon | Femdom | Foreplay | Heavy BDSM | Japanese Rope Bondage | K-Pop - Freeform | Light BDSM | Light Bondage | Lingerie | Little!Jimin | Master/Pet | Masturbation | Masturbation in Shower | Member x Member | Name-Calling | Nurse outfits | Orgy | Overstimulation | Pet Play | Polyamory | Public Masturbation | Public Play | Roleplay | Rope Bondage | Sub!jimin | Submission | Submissive Jimin | Switching | Threesome | Toys | Wax Play | boy in lingerie | boys in lingerie | cursing | cuz orgy things happens | daddy dom | gucci | just for a few things | kpop,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/6589261,1123,Jealous!BTS x Reader One Shots,A collection of stories revolving around the boys being jealous over the reader. Ratings vary on the chapter.,2016-04-18,51256.0,Mature,F/M,In-Progress,,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | Rap Monster/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/30222195,1099,Mutual Help,"In order for you to pretend to be his girlfriend, he helps you with your sexual desires - he calls it a mutual help",2021-03-23,387752.0,Mature,F/M,In-Progress,Anal Play | Angst | Cross-Posted on Wattpad | Deepthroating | Explicit Language | Fake/Pretend Relationship | Fluff | Friends to Lovers | Implied/Referenced Cheating | Oral Sex | Rough Sex | Semi-Public Sex | Sex Toys | Slow Burn | Smut | Spanking | Vaginal Sex,"Jeon Jungkook/Reader, Jeon Jungkook/You",jungkook
https://golemlab.eu/graph/6857905,1098,Pancakes?,"“You slept with my roommate who is notorious for one night stands, and now I’m meant to tell you that the reason you woke up alone is because she had to get to an early class. I should then proceed to get your phone number and tell you that she’ll call in a few days before binning it as soon as you leave, but I never do that so hi, sorry my roommates a jackass. Pancakes?” - Rewritten as of 10/26/20 because ~growth~",2020-10-26,1309.0,General Audiences,F/M,Completed,Alternate Universe - College/University | But still not quite as fluffy as reader's pancakes | Fluff | Jungkook-centric | Reader-Insert | literally nothing but the fluffiest of fluff | no beta we die like men | reader - Freeform | those shits be top tier | y/n not used,Jeon Jungkook/Reader,jungkook
