s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,polyship_human_flag,member,members_found,combined_text,ner_persons,title_masked,summary_masked,text_raw,text_masked
https://golemlab.eu/graph/38102284,108,One Way Ticket | jeon jungkook,"""You see that was the thing about a one-way ticket. Jungkook could take me to many places, the loving skies, the dreadful deeps, the suspenseful highs, the thrilling passion, but never back."" Upon moving from US to Korea, with almost nothing but a one-way ticket, to pursue her dream of acting, Y/n accidentally bumps into charming idol Jeon Jungkook. It's like a dream come true when Y/n finally sees eye to eye with her idol for the first time and some sort of spark incites. But fame is a tricky thing, especially when dating a worldwide famous idol, and when Y/n has to fight her own way to the top. --------------------------------------------------- Rated explicit for themes and smut, see info chapter for more information. Trigger warnings will be placed on chapters as needed!",2022-04-03,69020,Explicit,F/M,In-Progress,Aftercare | Alternate Universe - Idols | Angst and Fluff and Smut | Bangtan Boys | BTS Concert(s) | Bangtan Boys | BTS are Best Friends | Bts army - Freeform | Bullying | Canon Compliant | Choking | Come Swallowing | Creampie | Cross-Posted on Wattpad | Dom/sub Undertones | Eventual Smut | Fanfiction | Fluff and Angst | Fluff and Smut | Found Family | Hurt/Comfort | Idol Jeon Jungkook | Idol Jung Hoseok | J-Hope | Idol Kim Namjoon | RM | Idol Kim Seokjin | Jin | Idol Kim Taehyung | V | Idol Min Yoongi | Suga | Idol Park Jimin (BTS) | Inspired by K-Drama | Korean Drama | Jeon Jungkook Is Jealous | Jeon Jungkook is Hot | Jeon Jungkook is Whipped | Jeon Jungkook is a Dork | Jeon Jungkook is cute | Jeon Jungkook is protective | Jeon Jungkook/Reader-centric | Making Out | Mutual Pining | Oral Sex | Other Additional Tags to Be Added | Platonic Female/Male Relationships | Plot With Porn | Praise Kink | Protective Bangtan Boys | BTS | Racism | Reader-Insert | Romance | Self Growth | Self-Esteem Issues | Seoul | She/her pronouns for reader | Slow Build | Slow Burn | Smut | Soft Dom Jeon Jungkook | Tags May Change | Vaginal Fingering | Vaginal Sex | With All Due Respect | bts - Freeform | for all you fluff deprived hoes | it is what it is | jeon jungkook - Freeform | korea - Freeform | no beta we die like men | sub Reader,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},"One Way Ticket | jeon jungkook ""You see that was the thing about a one-way ticket. Jungkook could take me to many places, the loving skies, the dreadful deeps, the suspenseful highs, the thrilling passion, but never back."" Upon moving from US to Korea, with almost nothing but a one-way ticket, to pursue her dream of acting, Y/n accidentally bumps into charming idol Jeon Jungkook. It's like a dream come true when Y/n finally sees eye to eye with her idol for the first time and some sort of spark incites. But fame is a tricky thing, especially when dating a worldwide famous idol, and when Y/n has to fight her own way to the top. --------------------------------------------------- Rated explicit for themes and smut, see info chapter for more information. Trigger warnings will be placed on chapters as needed!","{'Jeon Jungkook', 'Trigger', 'info chapter'}",one way ticket | [MEMBER],"""you see that was the thing about a one-way ticket. [MEMBER] could take me to many places, the loving skies, the dreadful deeps, the suspenseful highs, the thrilling passion, but never back."" upon moving from us to korea, with almost nothing but a one-way ticket, to pursue her dream of acting, You accidentally bumps into charming idol [MEMBER]. it's like a dream come true when You finally sees eye to eye with her idol for the first time and some sort of spark incites. but fame is a tricky thing, especially when dating a worldwide famous idol, and when You has to fight her own way to the top. --------------------------------------------------- rated explicit for themes and smut, see info chapter for more information. trigger warnings will be placed on chapters as needed!","One Way Ticket | jeon jungkook ""You see that was the thing about a one-way ticket. Jungkook could take me to many places, the loving skies, the dreadful deeps, the suspenseful highs, the thrilling passion, but never back."" Upon moving from US to Korea, with almost nothing but a one-way ticket, to pursue her dream of acting, Y/n accidentally bumps into charming idol Jeon Jungkook. It's like a dream come true when Y/n finally sees eye to eye with her idol for the first time and some sort of spark incites. But fame is a tricky thing, especially when dating a worldwide famous idol, and when Y/n has to fight her own way to the top. --------------------------------------------------- Rated explicit for themes and smut, see info chapter for more information. Trigger warnings will be placed on chapters as needed!","one way ticket | [MEMBER] ""you see that was the thing about a one-way ticket. [MEMBER] could take me to many places, the loving skies, the dreadful deeps, the suspenseful highs, the thrilling passion, but never back."" upon moving from us to korea, with almost nothing but a one-way ticket, to pursue her dream of acting, You accidentally bumps into charming idol [MEMBER]. it's like a dream come true when You finally sees eye to eye with her idol for the first time and some sort of spark incites. but fame is a tricky thing, especially when dating a worldwide famous idol, and when You has to fight her own way to the top. --------------------------------------------------- rated explicit for themes and smut, see info chapter for more information. trigger warnings will be placed on chapters as needed!"
https://golemlab.eu/graph/16868062,108,Stormy Night,The things you do to try and forget your ex are the same things that make him go mad.,2018-12-05,2111,Explicit,F/M,Completed,Angst | Smut,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},Stormy Night The things you do to try and forget your ex are the same things that make him go mad.,set(),stormy night,the things you do to try and forget your ex are the same things that make him go mad.,Stormy Night The things you do to try and forget your ex are the same things that make him go mad.,stormy night the things you do to try and forget your ex are the same things that make him go mad.
https://golemlab.eu/graph/18614122,107,Mark Me,"A chance encounter leads to a mistake, but was it all actually planned?",2018-10-25,11346,Mature,F/M,Completed,Vampire AU,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},"Mark Me A chance encounter leads to a mistake, but was it all actually planned?",{'Mark Me'},mark me,"a chance encounter leads to a mistake, but was it all actually planned?","Mark Me A chance encounter leads to a mistake, but was it all actually planned?","mark me a chance encounter leads to a mistake, but was it all actually planned?"
https://golemlab.eu/graph/22946113,107,a touch of silk,You have been working with wolves long enough to recognize trouble the second it walks into the bar but there was something about Jungkook that made you forget everything Namjoon told you about the dangers of lone wolves.,2020-02-29,10160,Explicit,F/M,Completed,Alternate Universe - Werewolf | Angst with a Happy Ending | Mild Blood | Non-Graphic Violence | Smut | Vaginal Fingering,Jeon Jungkook/Reader Series: the blood moon rises [1],False,jungkook,{'jungkook'},a touch of silk You have been working with wolves long enough to recognize trouble the second it walks into the bar but there was something about Jungkook that made you forget everything Namjoon told you about the dangers of lone wolves.,{'Namjoon'},a touch of silk,you have been working with wolves long enough to recognize trouble the second it walks into the bar but there was something about [MEMBER] that made you forget everything [MEMBER] told you about the dangers of lone wolves.,a touch of silk You have been working with wolves long enough to recognize trouble the second it walks into the bar but there was something about Jungkook that made you forget everything Namjoon told you about the dangers of lone wolves.,a touch of silk you have been working with wolves long enough to recognize trouble the second it walks into the bar but there was something about [MEMBER] that made you forget everything [MEMBER] told you about the dangers of lone wolves.
https://golemlab.eu/graph/35186386,107,Corsets and Complications,"The two of you had been childhood friends before duty forced Jungkook to leave you brokenhearted. Now duty is what reunites you with him. Summoned to be your guard, Jungkook vows to fulfil his obligations and keep you safe while you resent his return into your life. Can old feelings resurface or have you both grown too far apart? ~ He's a knight, you are a princess, there is sexual tension and an absolute lack of historical accuracy. Buckle up for another slow burn.",2021-11-17,21804,Explicit,F/M,In-Progress,Alternate Universe - Historical | Alternate Universe - Medieval | Alternate Universe - Royalty | Angst and Feels | Brother!Seok-Jin | Dad!Yoongi | Eventual Romance | Eventual Smut | Friends to Lovers | Historical Inaccuracy | Inaccurate as fuck because we want pretty dresses | Minor Character Death | Princess!Reader | Slow Burn | Strangers to Friends | Tags Are Hard | bad summary but take a chance besties | friends to strangers | knight!Jungkook | there are a lot more tags required but it is ass o clock and I will add them at a more godly hour,"Jeon Jungkook/Reader, Jeon Jungkook/You",False,jungkook,{'jungkook'},"Corsets and Complications The two of you had been childhood friends before duty forced Jungkook to leave you brokenhearted. Now duty is what reunites you with him. Summoned to be your guard, Jungkook vows to fulfil his obligations and keep you safe while you resent his return into your life. Can old feelings resurface or have you both grown too far apart? ~ He's a knight, you are a princess, there is sexual tension and an absolute lack of historical accuracy. Buckle up for another slow burn.",set(),corsets and complications,"the two of you had been childhood friends before duty forced [MEMBER] to leave you brokenhearted. now duty is what reunites you with him. summoned to be your guard, [MEMBER] vows to fulfil his obligations and keep you safe while you resent his return into your life. can old feelings resurface or have you both grown too far apart? ~ he's a knight, you are a princess, there is sexual tension and an absolute lack of historical accuracy. buckle up for another slow burn.","Corsets and Complications The two of you had been childhood friends before duty forced Jungkook to leave you brokenhearted. Now duty is what reunites you with him. Summoned to be your guard, Jungkook vows to fulfil his obligations and keep you safe while you resent his return into your life. Can old feelings resurface or have you both grown too far apart? ~ He's a knight, you are a princess, there is sexual tension and an absolute lack of historical accuracy. Buckle up for another slow burn.","corsets and complications the two of you had been childhood friends before duty forced [MEMBER] to leave you brokenhearted. now duty is what reunites you with him. summoned to be your guard, [MEMBER] vows to fulfil his obligations and keep you safe while you resent his return into your life. can old feelings resurface or have you both grown too far apart? ~ he's a knight, you are a princess, there is sexual tension and an absolute lack of historical accuracy. buckle up for another slow burn."
https://golemlab.eu/graph/25609519,107,Of Insults and Flowers,"You weren’t sure what to expect when a hot customer comes barging into your shop, but the depletion of your flowers representing insults and falling in love was definitely not on the list.",2020-07-30,5391,Teen And Up Audiences,F/M,Completed,An Innuendo | Florist AU | Fluff | Humor | Jin being the best chaotic friend/brother/boss a person could ever want. | Kissing | cheesy flirting | some language,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},"Of Insults and Flowers You weren’t sure what to expect when a hot customer comes barging into your shop, but the depletion of your flowers representing insults and falling in love was definitely not on the list.",set(),of insults and flowers,"you weren’t sure what to expect when a hot customer comes barging into your shop, but the depletion of your flowers representing insults and falling in love was definitely not on the list.","Of Insults and Flowers You weren’t sure what to expect when a hot customer comes barging into your shop, but the depletion of your flowers representing insults and falling in love was definitely not on the list.","of insults and flowers you weren’t sure what to expect when a hot customer comes barging into your shop, but the depletion of your flowers representing insults and falling in love was definitely not on the list."
https://golemlab.eu/graph/11041734,107,just the girl,you teach your best friend jungkook how to get a girl,2017-05-30,4094,General Audiences,F/M,Completed,ALSO I CAN'T BELIEVE I WROTE FLUFF HAH | Fluff | Warning: Cursing | also jk is kinda dumb here ok | i guess a little fluff in our life wouldn't hurt heh | i suck at this omg,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},just the girl you teach your best friend jungkook how to get a girl,set(),just the girl,you teach your best friend [MEMBER] how to get a girl,just the girl you teach your best friend jungkook how to get a girl,just the girl you teach your best friend [MEMBER] how to get a girl
https://golemlab.eu/graph/20907368,106,I Can Make the Bad Guys Good for the Weekend,Jungkook and his friends annoy Reader and she eventually decides to take matters into her own hands. (Title is inspired by lyrics of Taylor Swift's Blank Space),2019-10-05,5950,Mature,F/M,Completed,Alternate Universe - Neighbors | Femdom | I Don't Even Know | My First Smut | Oral Sex | Sub Jeon Jungkook | Teasing | Thighfucking | dom reader,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},I Can Make the Bad Guys Good for the Weekend Jungkook and his friends annoy Reader and she eventually decides to take matters into her own hands. (Title is inspired by lyrics of Taylor Swift's Blank Space),"{""Taylor Swift's"", 'Reader'}",i can make the bad guys good for the weekend,[MEMBER] and his friends annoy reader and she eventually decides to take matters into her own hands. (title is inspired by lyrics of taylor swift's blank space),I Can Make the Bad Guys Good for the Weekend Jungkook and his friends annoy Reader and she eventually decides to take matters into her own hands. (Title is inspired by lyrics of Taylor Swift's Blank Space),i can make the bad guys good for the weekend [MEMBER] and his friends annoy reader and she eventually decides to take matters into her own hands. (title is inspired by lyrics of taylor swift's blank space)
https://golemlab.eu/graph/29331630,106,When worlds collide,"""It just takes time Y/n, you'll see that it'll get easier if you just try!"" Jungkook pushed, his hand on your elbow. The feeling of his skin against yours made your skin crawl. ""I don't want to try anymore Jungkook, i've given up. I'm tired of pretending i'm someone i'm not, I just want to go home and forget about everything."" You told him, refusing to look him in the eye.",2021-02-10,3383,General Audiences,F/M,Completed,Angst | Cheating | Cheating Jeon Jungkook | Cold Jeon Jungkook | How Do I Tag | Hurt No Comfort | Idol Jeon Jungkook | Implied/Referenced Cheating | Jeon Jungkook is a Little Shit | One Shot,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},"When worlds collide ""It just takes time Y/n, you'll see that it'll get easier if you just try!"" Jungkook pushed, his hand on your elbow. The feeling of his skin against yours made your skin crawl. ""I don't want to try anymore Jungkook, i've given up. I'm tired of pretending i'm someone i'm not, I just want to go home and forget about everything."" You told him, refusing to look him in the eye.",set(),when worlds collide,"""it just takes time You, you'll see that it'll get easier if you just try!"" [MEMBER] pushed, his hand on your elbow. the feeling of his skin against yours made your skin crawl. ""i don't want to try anymore [MEMBER], i've given up. i'm tired of pretending i'm someone i'm not, i just want to go home and forget about everything."" you told him, refusing to look him in the eye.","When worlds collide ""It just takes time Y/n, you'll see that it'll get easier if you just try!"" Jungkook pushed, his hand on your elbow. The feeling of his skin against yours made your skin crawl. ""I don't want to try anymore Jungkook, i've given up. I'm tired of pretending i'm someone i'm not, I just want to go home and forget about everything."" You told him, refusing to look him in the eye.","when worlds collide ""it just takes time You, you'll see that it'll get easier if you just try!"" [MEMBER] pushed, his hand on your elbow. the feeling of his skin against yours made your skin crawl. ""i don't want to try anymore [MEMBER], i've given up. i'm tired of pretending i'm someone i'm not, i just want to go home and forget about everything."" you told him, refusing to look him in the eye."
https://golemlab.eu/graph/24813157,106,I like U,"Who would have thought, Jeon Jungkook, the notorious sophomore fuckboy would be the one to help you through your problems, both mentally and physically.",2020-06-19,30655,Not Rated,F/M,Completed,,"Jeon Jungkook/Reader, Jeon Jungkook/You",False,jungkook,{'jungkook'},"I like U Who would have thought, Jeon Jungkook, the notorious sophomore fuckboy would be the one to help you through your problems, both mentally and physically.",{'Jeon Jungkook'},i like u,"who would have thought, [MEMBER], the notorious sophomore fuckboy would be the one to help you through your problems, both mentally and physically.","I like U Who would have thought, Jeon Jungkook, the notorious sophomore fuckboy would be the one to help you through your problems, both mentally and physically.","i like u who would have thought, [MEMBER], the notorious sophomore fuckboy would be the one to help you through your problems, both mentally and physically."
https://golemlab.eu/graph/38469259,106,Eclipse,"“You aren’t even supposed to fall in love. Magicks aren’t made for it.” “But you admit that it could be possible if things were different.” ☽ ◐ ☾ The world was divided. Humans and magicks couldn’t coexist without war cutting between them. Ruled over by a tyrannical monarchy, magicks sought to kill any human or half-breed who stepped foot on their lands. In the human lands, you were known both as Sovereign Kim Seokjin’s sibling and his most trusted assassin. When a particularly violent ambush forced him to pull his forces from the magick lands, he retaliated by sending you to eliminate the monarchy's heir with the help of your closest friend, Jung Hoseok. When things didn’t go as planned, the mysterious and nameless prince offered to make a deal with you. Seokjin had warned you not to engage in blood-bound deals with magicks, but what other choice did you have? As court drama, political games, murder attempts, and a marriage alliance caught you in their grip, you faced an even greater challenge: How could you learn to love a prince who didn’t know what love really was? *Non gender specific Y/N *Story is more complex than the summary",2022-04-18,228698,Teen And Up Audiences,F/M,Completed,Action/Adventure | Adopted Sibling Relationship | Alternate Universe - Fantasy | Alternate Universe - Magic | Alternate Universe - Royalty | Angst | Angst and Hurt/Comfort | Angst and Romance | Angst with a Happy Ending | Asexual Jeon Jungkook | Blood Magic | Blood and Injury | Courtship | Deities | Developing Friendships | Drama & Romance | Emotional Baggage | Emotional Hurt/Comfort | Enemies to Friends to Lovers | Enemies to Lovers | Eventual Romance | Fake Marriage | Fake/Pretend Relationship | Fantasy | Fictional Religion & Theology | Fluff | Fluff and Angst | Forbidden Love | Gender-Neutral Pronouns | Hurt/Comfort | Implied/Referenced Child Abuse | Implied/Referenced Self-Harm | Jeon Jungkook is Bad at Feelings | Jeon Jungkook is Trying His Best | LGBTQ Character | LGBTQ Themes | Love Confessions | Magic | Minor Character Death | Miscommunication | Near Death Experiences | Non-Sexual Intimacy | Original Character(s) | Panromantic Jeon Jungkook | Pansexual Jeon Jungkook | Physical Abuse | Protective Siblings | Queer Character | Queer Themes | Reader-Insert | Royalty | Sad with a Happy Ending | Scars | Slow Burn | Slow Romance | Temporary Character Death | War | Wedding Fluff | Worldbuilding,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},"Eclipse “You aren’t even supposed to fall in love. Magicks aren’t made for it.” “But you admit that it could be possible if things were different.” ☽ ◐ ☾ The world was divided. Humans and magicks couldn’t coexist without war cutting between them. Ruled over by a tyrannical monarchy, magicks sought to kill any human or half-breed who stepped foot on their lands. In the human lands, you were known both as Sovereign Kim Seokjin’s sibling and his most trusted assassin. When a particularly violent ambush forced him to pull his forces from the magick lands, he retaliated by sending you to eliminate the monarchy's heir with the help of your closest friend, Jung Hoseok. When things didn’t go as planned, the mysterious and nameless prince offered to make a deal with you. Seokjin had warned you not to engage in blood-bound deals with magicks, but what other choice did you have? As court drama, political games, murder attempts, and a marriage alliance caught you in their grip, you faced an even greater challenge: How could you learn to love a prince who didn’t know what love really was? *Non gender specific Y/N *Story is more complex than the summary","{'Kim Seokjin’s', 'Jung Hoseok', 'Seokjin'}",eclipse,"“you aren’t even supposed to fall in love. magicks aren’t made for it.” “but you admit that it could be possible if things were different.” ☽ ◐ ☾ the world was divided. humans and magicks couldn’t coexist without war cutting between them. ruled over by a tyrannical monarchy, magicks sought to kill any human or half-breed who stepped foot on their lands. in the human lands, you were known both as sovereign [MEMBER] sibling and his most trusted assassin. when a particularly violent ambush forced him to pull his forces from the magick lands, he retaliated by sending you to eliminate the monarchy's heir with the help of your closest friend, [MEMBER]. when things didn’t go as planned, the mysterious and nameless prince offered to make a deal with you. [MEMBER] had warned you not to engage in blood-bound deals with magicks, but what other choice did you have? as court drama, political games, murder attempts, and a marriage alliance caught you in their grip, you faced an even greater challenge: how could you learn to love a prince who didn’t know what love really was? *non gender specific You *story is more complex than the summary","Eclipse “You aren’t even supposed to fall in love. Magicks aren’t made for it.” “But you admit that it could be possible if things were different.” ☽ ◐ ☾ The world was divided. Humans and magicks couldn’t coexist without war cutting between them. Ruled over by a tyrannical monarchy, magicks sought to kill any human or half-breed who stepped foot on their lands. In the human lands, you were known both as Sovereign Kim Seokjin’s sibling and his most trusted assassin. When a particularly violent ambush forced him to pull his forces from the magick lands, he retaliated by sending you to eliminate the monarchy's heir with the help of your closest friend, Jung Hoseok. When things didn’t go as planned, the mysterious and nameless prince offered to make a deal with you. Seokjin had warned you not to engage in blood-bound deals with magicks, but what other choice did you have? As court drama, political games, murder attempts, and a marriage alliance caught you in their grip, you faced an even greater challenge: How could you learn to love a prince who didn’t know what love really was? *Non gender specific Y/N *Story is more complex than the summary","eclipse “you aren’t even supposed to fall in love. magicks aren’t made for it.” “but you admit that it could be possible if things were different.” ☽ ◐ ☾ the world was divided. humans and magicks couldn’t coexist without war cutting between them. ruled over by a tyrannical monarchy, magicks sought to kill any human or half-breed who stepped foot on their lands. in the human lands, you were known both as sovereign [MEMBER] sibling and his most trusted assassin. when a particularly violent ambush forced him to pull his forces from the magick lands, he retaliated by sending you to eliminate the monarchy's heir with the help of your closest friend, [MEMBER]. when things didn’t go as planned, the mysterious and nameless prince offered to make a deal with you. [MEMBER] had warned you not to engage in blood-bound deals with magicks, but what other choice did you have? as court drama, political games, murder attempts, and a marriage alliance caught you in their grip, you faced an even greater challenge: how could you learn to love a prince who didn’t know what love really was? *non gender specific You *story is more complex than the summary"
https://golemlab.eu/graph/31278587,106,Royal Slave,"She went from a graceful princess to a pathetic slave... She went from having it all to being left with nothing... She went from living a happy life to that life getting destroyed to million of tiny pieces... And all this because of what?... Because she saved him back then, but now she curses herself for doing so... She was too kind for this cruel world, that left her with nothing but pain... A young girl who will have to face the hardships of the world, who will have to stand on her own two feet and fight with all her power in order to stay alive. She will meet danger while living next to her enemy, betrayal by her own people, but she will also come across an unexpected love and new hope. ""You belong to me now, remember?..."" he started taking slow steps towards me. I didn't dare to look at him. He leaned closer to my face and whispered in my ear, ""Every part of this body and soul is mine... Only mine..."" he said and his breath hit my skin sending chills down my spine. ""I belong to no one"" I glared at him. ""Think that again, flower..."".",2021-05-13,59184,Teen And Up Audiences,F/M,In-Progress,Alternate Universe - Royalty | Attempted Sexual Assault | Battle Scenes | Blood | Childhood Trauma | Explicit Language | Gore | Injury | Post-Traumatic Stress Disorder - PTSD | Violence,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},"Royal Slave She went from a graceful princess to a pathetic slave... She went from having it all to being left with nothing... She went from living a happy life to that life getting destroyed to million of tiny pieces... And all this because of what?... Because she saved him back then, but now she curses herself for doing so... She was too kind for this cruel world, that left her with nothing but pain... A young girl who will have to face the hardships of the world, who will have to stand on her own two feet and fight with all her power in order to stay alive. She will meet danger while living next to her enemy, betrayal by her own people, but she will also come across an unexpected love and new hope. ""You belong to me now, remember?..."" he started taking slow steps towards me. I didn't dare to look at him. He leaned closer to my face and whispered in my ear, ""Every part of this body and soul is mine... Only mine..."" he said and his breath hit my skin sending chills down my spine. ""I belong to no one"" I glared at him. ""Think that again, flower..."".",set(),royal slave,"she went from a graceful princess to a pathetic slave... she went from having it all to being left with nothing... she went from living a happy life to that life getting destroyed to million of tiny pieces... and all this because of what?... because she saved him back then, but now she curses herself for doing so... she was too kind for this cruel world, that left her with nothing but pain... a young girl who will have to face the hardships of the world, who will have to stand on her own two feet and fight with all her power in order to stay alive. she will meet danger while living next to her enemy, betrayal by her own people, but she will also come across an unexpected love and new [MEMBER]. ""you belong to me now, remember?..."" he started taking slow steps towards me. i didn't dare to look at him. he leaned closer to my face and whispered in my ear, ""every part of this body and soul is mine... only mine..."" he said and his breath hit my skin sending chills down my spine. ""i belong to no one"" i glared at him. ""think that again, flower..."".","Royal Slave She went from a graceful princess to a pathetic slave... She went from having it all to being left with nothing... She went from living a happy life to that life getting destroyed to million of tiny pieces... And all this because of what?... Because she saved him back then, but now she curses herself for doing so... She was too kind for this cruel world, that left her with nothing but pain... A young girl who will have to face the hardships of the world, who will have to stand on her own two feet and fight with all her power in order to stay alive. She will meet danger while living next to her enemy, betrayal by her own people, but she will also come across an unexpected love and new hope. ""You belong to me now, remember?..."" he started taking slow steps towards me. I didn't dare to look at him. He leaned closer to my face and whispered in my ear, ""Every part of this body and soul is mine... Only mine..."" he said and his breath hit my skin sending chills down my spine. ""I belong to no one"" I glared at him. ""Think that again, flower..."".","royal slave she went from a graceful princess to a pathetic slave... she went from having it all to being left with nothing... she went from living a happy life to that life getting destroyed to million of tiny pieces... and all this because of what?... because she saved him back then, but now she curses herself for doing so... she was too kind for this cruel world, that left her with nothing but pain... a young girl who will have to face the hardships of the world, who will have to stand on her own two feet and fight with all her power in order to stay alive. she will meet danger while living next to her enemy, betrayal by her own people, but she will also come across an unexpected love and new [MEMBER]. ""you belong to me now, remember?..."" he started taking slow steps towards me. i didn't dare to look at him. he leaned closer to my face and whispered in my ear, ""every part of this body and soul is mine... only mine..."" he said and his breath hit my skin sending chills down my spine. ""i belong to no one"" i glared at him. ""think that again, flower...""."
https://golemlab.eu/graph/15002174,105,"Tease Me, Please Me",Jungkook has had a rough day and needs you to take care of him. It’s shameless smut y’all I’m not gonna lie.,2018-06-21,1669,Explicit,F/M,Completed,Bondage | Comfort | Forced Orgasm | Light Dom/sub | Shameless Smut | Smut | Teasing | Tied-Up Jungkook | Vibrators,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},"Tease Me, Please Me Jungkook has had a rough day and needs you to take care of him. It’s shameless smut y’all I’m not gonna lie.",set(),"tease me, please me",[MEMBER] has had a rough day and needs you to take care of him. it’s shameless smut y’all i’m not gonna lie.,"Tease Me, Please Me Jungkook has had a rough day and needs you to take care of him. It’s shameless smut y’all I’m not gonna lie.","tease me, please me [MEMBER] has had a rough day and needs you to take care of him. it’s shameless smut y’all i’m not gonna lie."
https://golemlab.eu/graph/20856248,104,Needy.,"The one where you and Jungkook can't keep your hands off each other, even in the middle of Hoseok's apartment during a party.",2019-10-02,1350,Explicit,F/M,Completed,Alternate Universe - College/University | Established Relationship | Grinding | Groping | Heavy Petting | Making Out | no actual sex/smut,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},"Needy. The one where you and Jungkook can't keep your hands off each other, even in the middle of Hoseok's apartment during a party.","{'Hoseok', 'Needy', 'Jungkook'}",needy.,"the one where you and [MEMBER] can't keep your hands off each other, even in the middle of [MEMBER]'s apartment during a party.","Needy. The one where you and Jungkook can't keep your hands off each other, even in the middle of Hoseok's apartment during a party.","needy. the one where you and [MEMBER] can't keep your hands off each other, even in the middle of [MEMBER]'s apartment during a party."
https://golemlab.eu/graph/7725832,103,payback,"after jin betrays him, jungkook has to come up with a way to get back at his hyung. (based off of the song payback by attila.)",2016-08-09,3069,Explicit,F/M,Completed,Revenge Sex | i mean they want to fuck anyways but it just happens that it's for revenge | pretty much,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},"payback after jin betrays him, jungkook has to come up with a way to get back at his hyung. (based off of the song payback by attila.)",{'jin'},payback,"after [MEMBER] betrays him, [MEMBER] has to come up with a way to get back at his hyung. (based off of the song payback by attila.)","payback after jin betrays him, jungkook has to come up with a way to get back at his hyung. (based off of the song payback by attila.)","payback after [MEMBER] betrays him, [MEMBER] has to come up with a way to get back at his hyung. (based off of the song payback by attila.)"
https://golemlab.eu/graph/11880528,103,F.B,in which you and jungkook have an relationship agreement that he can’t seem to keep up with,2017-08-26,3685,Explicit,F/M,Completed,Alternate Universe - High School | Friends With Benefits | Friends to Lovers | Fuckbuddies | Jeon Jungkook is Bad at Feelings | Jeon Jungkook is Whipped | Jeon Jungkook is a Tease | bts - Freeform | bts alternate universe | reader is bad at feelings,Jeon Jungkook/Reader,False,jungkook,{'jungkook'},F.B in which you and jungkook have an relationship agreement that he can’t seem to keep up with,set(),f.b,in which you and [MEMBER] have an relationship agreement that he can’t seem to keep up with,F.B in which you and jungkook have an relationship agreement that he can’t seem to keep up with,f.b in which you and [MEMBER] have an relationship agreement that he can’t seem to keep up with
https://golemlab.eu/graph/33110626,103,Being BTS,"“Teach me, noona,” he purrs, kissing your neck. “Let me think…” you trail off, teasing him. “Well, in England we call the toilet ‘the loo’, it’s short for lavatory,” you explain, teasing him. “I want you to teach me something dirty,” he whines against your skin. “The toilets in England are filthy,” you reply.",2021-08-08,30816,Explicit,F/M,Completed,Anal Fingering | Bilingual Character(s) | Blow Jobs | British Character | Clothed Sex | Dirty Talk | Dry Humping | Edgeplay | Fluff | Hotel Sex | Incorrect Use of Honorifics | Interviews | Jeon Jungkook has a Noona Kink | Noona Kink | Pegging | Pregnancy Kink | Present Tense | Reader-Insert | Romance | Semi-Public Sex | Sex | Smut | Teasing | pulling out,"Jeon Jungkook/Reader, Jeon Jungkook/You Series: The Stay Series [2]",False,jungkook,{'jungkook'},"Being BTS “Teach me, noona,” he purrs, kissing your neck. “Let me think…” you trail off, teasing him. “Well, in England we call the toilet ‘the loo’, it’s short for lavatory,” you explain, teasing him. “I want you to teach me something dirty,” he whines against your skin. “The toilets in England are filthy,” you reply.",set(),being bts,"“teach me, noona,” he purrs, kissing your neck. “let me think…” you trail off, teasing him. “well, in england we call the toilet ‘the loo’, it’s short for lavatory,” you explain, teasing him. “i want you to teach me something dirty,” he whines against your skin. “the toilets in england are filthy,” you reply.","Being BTS “Teach me, noona,” he purrs, kissing your neck. “Let me think…” you trail off, teasing him. “Well, in England we call the toilet ‘the loo’, it’s short for lavatory,” you explain, teasing him. “I want you to teach me something dirty,” he whines against your skin. “The toilets in England are filthy,” you reply.","being bts “teach me, noona,” he purrs, kissing your neck. “let me think…” you trail off, teasing him. “well, in england we call the toilet ‘the loo’, it’s short for lavatory,” you explain, teasing him. “i want you to teach me something dirty,” he whines against your skin. “the toilets in england are filthy,” you reply."
