communities,largest,largest_pct,smallest,average,median,singleton_count,model_id,rating,algorithm,edge_weight,resolution,nodes,edges,modularity,dataset
25,36,0.13382899628252787,2,10.76,8.0,0,188,Mature,Leiden,4,2.5,269,1417,0.19062507937440773,Model Evaluation Results
33,32,0.11895910780669144,2,8.151515151515152,7.0,0,189,Mature,Louvain,4,3.0,269,1417,0.10670835883897552,Model Evaluation Results
29,32,0.11895910780669144,2,9.275862068965518,8.0,0,190,Mature,Leiden,4,3.0,269,1417,0.18127670404091067,Model Evaluation Results
35,31,0.11524163568773234,2,7.685714285714286,7.0,0,191,Mature,Louvain,4,3.5,269,1417,0.10573853147237032,Model Evaluation Results
35,31,0.11524163568773234,2,7.685714285714286,6.0,0,192,Mature,Leiden,4,3.5,269,1417,0.17271522479579307,Model Evaluation Results
4,88,0.43781094527363185,4,50.25,54.5,0,193,Mature,Louvain,5,1.0,201,939,0.25073980263011725,Model Evaluation Results
3,126,0.6268656716417911,4,67.0,71.0,0,194,Mature,Leiden,5,1.0,201,939,0.280423172409413,Model Evaluation Results
10,57,0.2835820895522388,4,20.1,17.5,0,195,Mature,Louvain,5,1.5,201,939,0.18765631434022292,Model Evaluation Results
11,38,0.1890547263681592,4,18.272727272727273,16.0,0,196,Mature,Leiden,5,1.5,201,939,0.2568692364137862,Model Evaluation Results
16,35,0.17412935323383086,3,12.5625,11.5,0,197,Mature,Louvain,5,2.0,201,939,0.14600140673648615,Model Evaluation Results
16,35,0.17412935323383086,3,12.5625,10.5,0,198,Mature,Leiden,5,2.0,201,939,0.22199992968297227,Model Evaluation Results
23,29,0.14427860696517414,3,8.73913043478261,7.0,0,199,Mature,Louvain,5,2.5,201,939,0.11840137782504495,Model Evaluation Results
22,31,0.15422885572139303,2,9.136363636363637,7.0,0,200,Mature,Leiden,5,2.5,201,939,0.19784489651488393,Model Evaluation Results
30,24,0.11940298507462686,2,6.7,5.0,0,201,Mature,Louvain,5,3.0,201,939,0.10127282434693284,Model Evaluation Results
29,26,0.12935323383084577,1,6.931034482758621,6.0,1,202,Mature,Leiden,5,3.0,201,939,0.18321895474872432,Model Evaluation Results
33,23,0.11442786069651742,1,6.090909090909091,5.0,1,203,Mature,Louvain,5,3.5,201,939,0.09441080649127118,Model Evaluation Results
33,24,0.11940298507462686,1,6.090909090909091,5.0,1,204,Mature,Leiden,5,3.5,201,939,0.17447639332623355,Model Evaluation Results
5,64,0.4,2,32.0,44.0,0,205,Mature,Louvain,6,1.0,160,687,0.24680715185101584,Model Evaluation Results
5,63,0.39375,2,32.0,38.0,0,206,Mature,Leiden,6,1.0,160,687,0.28732501499039126,Model Evaluation Results
10,41,0.25625,3,16.0,16.0,0,207,Mature,Louvain,6,1.5,160,687,0.17460027282653645,Model Evaluation Results
9,37,0.23125,4,17.77777777777778,16.0,0,208,Mature,Leiden,6,1.5,160,687,0.24143958607450916,Model Evaluation Results
14,29,0.18125,4,11.428571428571429,9.0,0,209,Mature,Louvain,6,2.0,160,687,0.13889283936571145,Model Evaluation Results
16,27,0.16875,4,10.0,8.5,0,210,Mature,Leiden,6,2.0,160,687,0.21469524481480773,Model Evaluation Results
22,23,0.14375,2,7.2727272727272725,6.0,0,211,Mature,Louvain,6,2.5,160,687,0.11363084171254242,Model Evaluation Results
22,22,0.1375,1,7.2727272727272725,5.5,1,212,Mature,Leiden,6,2.5,160,687,0.1891925105250557,Model Evaluation Results
26,20,0.125,2,6.153846153846154,5.0,0,213,Mature,Louvain,6,3.0,160,687,0.10245302776381345,Model Evaluation Results
26,19,0.11875,1,6.153846153846154,5.0,1,214,Mature,Leiden,6,3.0,160,687,0.18196534094400266,Model Evaluation Results
30,18,0.1125,2,5.333333333333333,4.0,0,215,Mature,Louvain,6,3.5,160,687,0.08663174747979539,Model Evaluation Results
32,19,0.11875,1,5.0,4.5,3,216,Mature,Leiden,6,3.5,160,687,0.16557443391409177,Model Evaluation Results
9,573,0.30285412262156447,2,210.22222222222223,179.0,0,217,Explicit,Louvain,1,1.0,1892,55888,0.18228525515563054,Model Evaluation Results
11,423,0.22357293868921777,2,172.0,109.0,0,218,Explicit,Leiden,1,1.0,1892,55888,0.21369135837213674,Model Evaluation Results
24,263,0.13900634249471458,2,78.83333333333333,57.5,0,219,Explicit,Louvain,1,1.5,1892,55888,0.15025891735266214,Model Evaluation Results
23,254,0.13424947145877378,2,82.26086956521739,63.0,0,220,Explicit,Leiden,1,1.5,1892,55888,0.19493322388970408,Model Evaluation Results
40,163,0.08615221987315011,2,47.3,42.5,0,221,Explicit,Louvain,1,2.0,1892,55888,0.1296621282086621,Model Evaluation Results
44,179,0.09460887949260043,2,43.0,32.5,0,222,Explicit,Leiden,1,2.0,1892,55888,0.18070058735958888,Model Evaluation Results
60,120,0.06342494714587738,2,31.533333333333335,25.0,0,223,Explicit,Louvain,1,2.5,1892,55888,0.11713757371367489,Model Evaluation Results
61,146,0.07716701902748414,2,31.016393442622952,24.0,0,224,Explicit,Leiden,1,2.5,1892,55888,0.17048286063994372,Model Evaluation Results
76,75,0.03964059196617336,2,24.894736842105264,21.0,0,225,Explicit,Louvain,1,3.0,1892,55888,0.10923138213987062,Model Evaluation Results
75,81,0.04281183932346723,2,25.226666666666667,21.0,0,226,Explicit,Leiden,1,3.0,1892,55888,0.1652900138827202,Model Evaluation Results
89,79,0.04175475687103594,2,21.258426966292134,18.0,0,227,Explicit,Louvain,1,3.5,1892,55888,0.10340198814803706,Model Evaluation Results
88,77,0.040697674418604654,2,21.5,17.0,0,228,Explicit,Leiden,1,3.5,1892,55888,0.15970481116521207,Model Evaluation Results
5,433,0.45675105485232065,7,189.6,231.0,0,229,Explicit,Louvain,2,1.0,948,12932,0.16305333939571862,Model Evaluation Results
7,339,0.3575949367088608,2,135.42857142857142,75.0,0,230,Explicit,Leiden,2,1.0,948,12932,0.19244508308180147,Model Evaluation Results
19,135,0.14240506329113925,9,49.89473684210526,41.0,0,231,Explicit,Louvain,2,1.5,948,12932,0.11842667158303333,Model Evaluation Results
19,123,0.12974683544303797,15,49.89473684210526,42.0,0,232,Explicit,Leiden,2,1.5,948,12932,0.1636080324128045,Model Evaluation Results
33,130,0.1371308016877637,6,28.727272727272727,23.0,0,233,Explicit,Louvain,2,2.0,948,12932,0.09932193184443998,Model Evaluation Results
33,75,0.07911392405063292,3,28.727272727272727,21.0,0,234,Explicit,Leiden,2,2.0,948,12932,0.14587376506715424,Model Evaluation Results
44,59,0.06223628691983123,3,21.545454545454547,16.5,0,235,Explicit,Louvain,2,2.5,948,12932,0.0837963262021019,Model Evaluation Results
45,94,0.09915611814345991,1,21.066666666666666,17.0,1,236,Explicit,Leiden,2,2.5,948,12932,0.13064941444883515,Model Evaluation Results
60,60,0.06329113924050633,3,15.8,13.0,0,237,Explicit,Louvain,2,3.0,948,12932,0.07263676815809991,Model Evaluation Results
59,50,0.052742616033755275,4,16.06779661016949,12.0,0,238,Explicit,Leiden,2,3.0,948,12932,0.12159092914958629,Model Evaluation Results
68,55,0.0580168776371308,2,13.941176470588236,10.0,0,239,Explicit,Louvain,2,3.5,948,12932,0.06432103584322602,Model Evaluation Results
71,51,0.05379746835443038,2,13.352112676056338,11.0,0,240,Explicit,Leiden,2,3.5,948,12932,0.11221758159863363,Model Evaluation Results
7,207,0.34731543624161076,2,85.14285714285714,29.0,0,241,Explicit,Louvain,3,1.0,596,6563,0.15825636927763986,Model Evaluation Results
7,238,0.39932885906040266,2,85.14285714285714,8.0,0,242,Explicit,Leiden,3,1.0,596,6563,0.18636371456074935,Model Evaluation Results
19,78,0.13087248322147652,6,31.36842105263158,30.0,0,243,Explicit,Louvain,3,1.5,596,6563,0.10673054210802298,Model Evaluation Results
20,74,0.12416107382550336,7,29.8,28.5,0,244,Explicit,Leiden,3,1.5,596,6563,0.15277091764907139,Model Evaluation Results
30,70,0.1174496644295302,3,19.866666666666667,14.5,0,245,Explicit,Louvain,3,2.0,596,6563,0.09304545856237963,Model Evaluation Results
30,59,0.09899328859060402,4,19.866666666666667,15.5,0,246,Explicit,Leiden,3,2.0,596,6563,0.1396210927554124,Model Evaluation Results
37,52,0.087248322147651,3,16.10810810810811,13.0,0,247,Explicit,Louvain,3,2.5,596,6563,0.08154986963568885,Model Evaluation Results
37,53,0.08892617449664429,3,16.10810810810811,13.0,0,248,Explicit,Leiden,3,2.5,596,6563,0.1292566690724291,Model Evaluation Results
49,46,0.07718120805369127,3,12.16326530612245,9.0,0,249,Explicit,Louvain,3,3.0,596,6563,0.06663707232163736,Model Evaluation Results
50,46,0.07718120805369127,1,11.92,9.0,1,250,Explicit,Leiden,3,3.0,596,6563,0.11789634236729776,Model Evaluation Results
57,43,0.07214765100671142,2,10.456140350877194,8.0,0,251,Explicit,Louvain,3,3.5,596,6563,0.062104229574765274,Model Evaluation Results
60,43,0.07214765100671142,1,9.933333333333334,8.0,1,252,Explicit,Leiden,3,3.5,596,6563,0.11436599599159278,Model Evaluation Results
8,181,0.41043083900226757,2,55.125,5.0,0,253,Explicit,Louvain,4,1.0,441,4190,0.15757414121273172,Model Evaluation Results
6,233,0.528344671201814,2,73.5,41.5,0,254,Explicit,Leiden,4,1.0,441,4190,0.19151611120920942,Model Evaluation Results
18,60,0.1360544217687075,2,24.5,22.5,0,255,Explicit,Louvain,4,1.5,441,4190,0.10427756289203538,Model Evaluation Results
18,61,0.1383219954648526,2,24.5,22.0,0,256,Explicit,Leiden,4,1.5,441,4190,0.15415960834126036,Model Evaluation Results
28,57,0.1292517006802721,2,15.75,10.0,0,257,Explicit,Louvain,4,2.0,441,4190,0.08600535341165531,Model Evaluation Results
30,53,0.12018140589569161,2,14.7,10.5,0,258,Explicit,Leiden,4,2.0,441,4190,0.13471377469939227,Model Evaluation Results
38,52,0.11791383219954649,2,11.605263157894736,7.0,0,259,Explicit,Louvain,4,2.5,441,4190,0.07709622488439,Model Evaluation Results
37,52,0.11791383219954649,2,11.91891891891892,8.0,0,260,Explicit,Leiden,4,2.5,441,4190,0.1273649045061261,Model Evaluation Results
45,45,0.10204081632653061,2,9.8,6.0,0,261,Explicit,Louvain,4,3.0,441,4190,0.06571863592980984,Model Evaluation Results
46,45,0.10204081632653061,2,9.58695652173913,6.0,0,262,Explicit,Leiden,4,3.0,441,4190,0.11408342399507863,Model Evaluation Results
52,42,0.09523809523809523,2,8.48076923076923,5.0,0,263,Explicit,Louvain,4,3.5,441,4190,0.05793617113985628,Model Evaluation Results
54,42,0.09523809523809523,2,8.166666666666666,6.0,0,264,Explicit,Leiden,4,3.5,441,4190,0.10551608842510574,Model Evaluation Results
5,134,0.3785310734463277,3,70.8,69.0,0,265,Explicit,Louvain,5,1.0,354,2986,0.15669488312259777,Model Evaluation Results
6,191,0.53954802259887,3,59.0,33.0,0,266,Explicit,Leiden,5,1.0,354,2986,0.19655904827574458,Model Evaluation Results
16,69,0.19491525423728814,6,22.125,13.0,0,267,Explicit,Louvain,5,1.5,354,2986,0.10179163017394238,Model Evaluation Results
16,72,0.2033898305084746,2,22.125,16.5,0,268,Explicit,Leiden,5,1.5,354,2986,0.1544921174904634,Model Evaluation Results
25,50,0.14124293785310735,3,14.16,11.0,0,269,Explicit,Louvain,5,2.0,354,2986,0.08507991541515679,Model Evaluation Results
27,52,0.14689265536723164,2,13.11111111111111,10.0,0,270,Explicit,Leiden,5,2.0,354,2986,0.13194920793576098,Model Evaluation Results
37,43,0.12146892655367232,2,9.567567567567568,6.0,0,271,Explicit,Louvain,5,2.5,354,2986,0.07337606662927063,Model Evaluation Results
36,44,0.12429378531073447,2,9.833333333333334,6.0,0,272,Explicit,Leiden,5,2.5,354,2986,0.1292389153401294,Model Evaluation Results
43,38,0.10734463276836158,2,8.232558139534884,5.0,0,273,Explicit,Louvain,5,3.0,354,2986,0.059843719462850956,Model Evaluation Results
41,39,0.11016949152542373,2,8.634146341463415,7.0,0,274,Explicit,Leiden,5,3.0,354,2986,0.11448228594346742,Model Evaluation Results
48,35,0.09887005649717515,2,7.375,5.0,0,275,Explicit,Louvain,5,3.5,354,2986,0.05174279870008555,Model Evaluation Results
51,36,0.1016949152542373,1,6.9411764705882355,5.0,1,276,Explicit,Leiden,5,3.5,354,2986,0.10731729091644014,Model Evaluation Results
7,117,0.3952702702702703,2,42.285714285714285,6.0,0,277,Explicit,Louvain,6,1.0,296,2224,0.1565175148511652,Model Evaluation Results
7,124,0.4189189189189189,2,42.285714285714285,6.0,0,278,Explicit,Leiden,6,1.0,296,2224,0.19185022934889492,Model Evaluation Results
18,64,0.21621621621621623,2,16.444444444444443,10.0,0,279,Explicit,Louvain,6,1.5,296,2224,0.09889268742694757,Model Evaluation Results
16,72,0.24324324324324326,2,18.5,13.5,0,280,Explicit,Leiden,6,1.5,296,2224,0.1656616141439366,Model Evaluation Results
24,52,0.17567567567567569,2,12.333333333333334,8.0,0,281,Explicit,Louvain,6,2.0,296,2224,0.08587425079052755,Model Evaluation Results
25,53,0.17905405405405406,2,11.84,9.0,0,282,Explicit,Leiden,6,2.0,296,2224,0.1430271587586046,Model Evaluation Results
33,45,0.15202702702702703,2,8.969696969696969,7.0,0,283,Explicit,Louvain,6,2.5,296,2224,0.07388524034164205,Model Evaluation Results
31,46,0.1554054054054054,2,9.548387096774194,7.0,0,284,Explicit,Leiden,6,2.5,296,2224,0.13516199180943012,Model Evaluation Results
41,40,0.13513513513513514,2,7.219512195121951,5.0,0,285,Explicit,Louvain,6,3.0,296,2224,0.06136192545745192,Model Evaluation Results
40,40,0.13513513513513514,2,7.4,5.0,0,286,Explicit,Leiden,6,3.0,296,2224,0.12228699504425233,Model Evaluation Results
47,38,0.12837837837837837,1,6.297872340425532,4.0,2,287,Explicit,Louvain,6,3.5,296,2224,0.05414603651911145,Model Evaluation Results
46,38,0.12837837837837837,1,6.434782608695652,5.0,1,288,Explicit,Leiden,6,3.5,296,2224,0.11414161162077532,Model Evaluation Results
