s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,polyship_human_flag,member,members_found
https://golemlab.eu/graph/15582990,161,Sonic Rain,"Feeling as if molasses coats his bones isn’t a good metaphor for a dance major like Hoseok, but maybe you’re the girl that can wash his troubles away… Now if only he’d gotten your damn number. — Or alternatively, Hoseok's in a rut, and him stumbling upon you dancing behind his apartment complex during the biggest storm of the year might just be a miracle.",2018-08-06,25054,Explicit,F/M,Completed,Alternate Universe - College/University | Smut | Tiny bit of Angst | dance majors au | lots of unnecessary rain & water metaphors | stubborn sexual tension,Jung Hoseok | J-Hope/Reader,false,hoseok,{'hoseok'}
https://golemlab.eu/graph/19130374,161,Your every wish is my command,"It’s Friday night and everyone you know in a 12 miles radius seems to be out and about dancing or drinking their lives away. Bored out of your mind you decide to call out the Genie that happened to fell in your hands a month prior to this very night. You just want some company, somebody to talk to and entertain you but things take a spicy turn when you accidentally make your very first wish and it’s a rather impious one.",2019-06-07,13690,Explicit,F/M,Completed,Crack | Fluff | Genie - Freeform | Smut | bts smut | jungkook smut,Jeon Jungkook/Reader,false,jungkook,{'jungkook'}
https://golemlab.eu/graph/26264590,161,between crossed lines,"in theory, it had sounded like an easy gig. bodyguarding, or rather babysitting , some ridiculously wealthy CEO’s daughter with a penchant for shopping sprees and overpriced brunch. but jungkook had certainly never bargained for the handful that was you.",2020-09-03,26523,Mature,F/M,In-Progress,Bodyguard AU | Slow Burn | e2l vibes | rich girl oc,"Jeon Jungkook/Reader, Jeon Jungkook/You",false,jungkook,{'jungkook'}
https://golemlab.eu/graph/28622823,160,Tease,"You knew you were hot. You saw how the guys looked at you, how their eyes were drawn to a tight t-shirt or short skirt. And maybe this would fail epically—crash and burn like a failed experiment—but you wanted to get under Kim Taehyung’s skin the only way you knew how. Alternatively: You were gonna blue ball your brother's best friend so hard that he would rue the day he snitched on you.",2021-01-08,13048,Explicit,F/M,Completed,Creampie | Enemies to Lovers | and it results in really rough sex | basically taehyung snitches on the reader | be warned | brother's best friend au | hope u thirsty hoes like it | jungkook is reader's oblivious brother | look it's basically pwp but like | reader is promiscuous | some spicy choking | taehyung eats reader out and reader sees god | taehyung get angie | this was supposed to be 5k but look where we are now | with some plot | wrap it b4 u tap it,Kim Taehyung | V/Reader,false,taehyung,{'taehyung'}
https://golemlab.eu/graph/20884916,160,Studio,In which I am entirely self-indulgent and write the 'riding Yoongi in his studio chair' trope. Because yum.,2019-10-03,2415,Explicit,F/M,Completed,Degradation | Dom Min Yoongi | Suga | Oral Sex | PWP | Spanking | Spit Kink | Underground Rapper Min Yoongi | Suga | Unprotected Sex,Min Yoongi | Suga/Reader,false,yoongi,{'yoongi'}
https://golemlab.eu/graph/12861177,160,lovesick,Park Jimin looked like death warmed over.,2015-12-12,1524,Teen And Up Audiences,F/M,Completed,Christmas Fluff | Long-Distance Relationship | Sickfic | Tooth-Rotting Fluff,Park Jimin (BTS)/Reader Series: Annual Christmas Drabbles!!! [2],false,jimin,{'jimin'}
https://golemlab.eu/graph/8272795,160,Have You Tasted My Addiction?,"Never have you opened a door and expected to see your daddy, naked on the sheets, riding a dildo",2016-10-13,1577,Explicit,F/M,Completed,Blindfolds | Caught | Daddy Kink | Dildos | Overstimulation | Smut | Submission | it could be a male reader or a female reADER U DECIDE !!! | its fun cause jimin has a daddy kink but he's a sub :),Park Jimin (BTS)/Reader,false,jimin,{'jimin'}
https://golemlab.eu/graph/30220656,160,Empty Space,"It started as friendship, turned to a casual fuck, then ended in heartbreak. Turns out, he wasn’t who he said he was, and years later he enters your life again, forcing you to face all the emotions you’d been trying to bury. OR Officer Jeon looks really hot in his uniform and you wish you didn’t hate him as much as you do.",2021-03-23,19713,Mature,F/M,Completed,Angst | Angst and Smut | Blood and Injury | Cop AU | Explicit Language | Explicit Sexual Content | Family Drama | Mentions of a Raid | Minor Character Death | Police Officer Jungkook | Police Officer Kink | Smut | Sort of Ex-Fwbs | Stalking | Undercover Police Officer Jungkook | break-ins | mentions of drinking | mentions of drug dealing,"Jeon Jungkook/Reader, Jeon Jungkook/You",false,jungkook,{'jungkook'}
https://golemlab.eu/graph/14940830,160,Your Biggest Fan,"The runner of a nsfw blog, you'd never imagined running into a follower. You're a dirty secret your followers kept to themselves. Then you ran into Jung Hoseok, your biggest fan.",2018-06-15,6570,Explicit,F/M,Completed,Alternate Universe - College/University | Alternate Universe - Fraternity | Breast Fucking,Jung Hoseok | J-Hope/Reader Series: Bangtan Tales [2],false,hoseok,{'hoseok'}
https://golemlab.eu/graph/15250182,160,A Kiss to Save a Life,"Being retainer to Prince of the Forest, Kim Seokjin is an exhausting job- he's selfish, he's impulsive and just has a knack for getting himself in trouble. But when an adventure out in the human realm leads to Seokjin falling in love with a human woman and he makes a deal that threatens your entire kingdom, it's time to start asking yourself: How far are you willing to go for your prince? Fairy prince!Jin x reader Loosely inspired by the Little Mermaid but with a few extra twists ;)",2018-07-11,20626,Teen And Up Audiences,F/M,Completed,Fairy AU | Fluff | Little Mermaid AU | Pixie!Hoseok | Romance | Sorcerer!Yoongi | Unrequited Love | fairy prince!Jin | fairy tale | that eventually becomes requited | touch of angst,Kim Seokjin | Jin/Reader,false,seokjin,{'seokjin'}
https://golemlab.eu/graph/15483891,160,Lost in a World of Colors,"So basically I'm doing longer Soulmate-AU fics for each member of BTS, this one is Jin's! Basically, everyone has different markings or traits to identify their soulmate. I will update tags as the story progresses. (Y/N) has never seen color in her life. After an exhausting day at work, her greyscale world turns upside down during a subway ride. The only problem, she doesn't know who her soulmate is, and he just sped away on a subway train! Will she and her soulmate be able to reunite? Or will their story be lost to the new world of colors she has discovered?",2018-07-29,17542,Not Rated,F/M,In-Progress,Alternate Universe - Soulmates | Angst | Angst with a Happy Ending | Fluff | Fluff and Angst | Idol Kim Seokjin | Jin | Idols | Reader-Insert | Romantic Soulmates | Soulmates,Kim Seokjin | Jin/Reader Series: Soulmates for Forever [1],false,seokjin,{'seokjin'}
https://golemlab.eu/graph/7926829,160,Burnt Lasagna,"As much as he wants to admit he didn’t get an erection in the middle of a meeting, Kim Seokjin most definitely did , no thanks to you. Now he’s home and there’s hell to pay.",2016-09-01,3153,Explicit,F/M,Completed,Alternate Universe | Breathplay | Explicit Sexual Content | Husband!Jin | Kitchen Sex | Light Bondage | Married Life | Rewrite | Smut,Kim Seokjin | Jin/Reader,false,seokjin,{'seokjin'}
https://golemlab.eu/graph/26272588,159,Finding Home,None,2020-09-03,1007,General Audiences,F/M,Completed,Abandonment | Alternate Universe - Homeless | Dog Hybrid Kim Namjoon | RM | Drabble | Drabble Collection | Hybrids | Kim Namjoon | RM is a Sweetheart | Reader-Insert,Kim Namjoon | RM/Reader Series: Drabble Collection [3],false,namjoon,{'namjoon'}
https://golemlab.eu/graph/12270030,159,supper,“It kills me that you never eat.”,2017-10-05,421,Teen And Up Audiences,F/M,Completed,Alternate Universe - Vampire | Drabble | Food | Hospitals | Human/Vampire Relationship | Nurses & Nursing | Pre-Relationship | Vampire Jung Hoseok | J-Hope,Jung Hoseok | J-Hope/Reader Series: Vampire!Hoseok [1],false,hoseok,{'hoseok'}
https://golemlab.eu/graph/24205552,159,Next Time,"“Great! Agreeing to something that’s part of your job. That’s the spirit.” Hoseok says. You can hear the cocktail chatter and crashing waves through the phone. “Are you always this chipper?”  This is not what you expected, and you aren’t sure you like it. “If I’m not, you’ll know that something is wrong. Also, I don’t think your date would appreciate that you compared him to filling out forms.” “He’s about as exciting. Wait a minute, how did you--""",2020-05-15,12244,Teen And Up Audiences,F/M,Completed,Angst | Fluff | Happy Ending | Kissing | Spy!AU | sort of jason bourne meets james bond,Jung Hoseok | J-Hope/Reader,false,hoseok,{'hoseok'}
https://golemlab.eu/graph/23044582,159,Priorities,Yoongi hadn’t meant to keep you waiting so late.,2020-03-06,1627,Explicit,F/M,Completed,Explicit Language | Explicit Sexual Content | Fluff | Originally Posted on Tumblr | Reader-Insert | Smut,Min Yoongi | Suga/Reader,false,yoongi,{'yoongi'}
https://golemlab.eu/graph/15715668,159,Carnival Rides,Working at your parents’ funnel cake stand during the summer sounds like a decent enough gig. But you didn’t quite plan for the exhausting heat or the cute gelato guy named Seokjin who would make it his mission to get you to like him. Warning: This ride will get you wet!,2018-08-17,11463,Explicit,F/M,Completed,Bad Puns | Car Sex | Carnival | Explicit Language | Explicit Sexual Content | Fluff | Fluff and Smut | Jeon Jungkook is a Little Shit | Kim Seokjin | Jin is a Sweetheart | Sex in a Car | Smut | Summer | Unsafe Sex | Vaginal Sex,Kim Seokjin | Jin/Reader,false,seokjin,{'seokjin'}
https://golemlab.eu/graph/17667593,159,Turned Around,"The work you did for the magazine production company you were employed by often had you running circles about the building to please them. However, during one such time, you are surprised to find a very handsome, very lost-looking Korean idol wandering about…",2019-02-05,10897,Teen And Up Audiences,F/M,Completed,Fluff | Idols | Reality | Slow Build | Slow Burn | Tooth-Rotting Fluff,Jeon Jungkook/Reader Series: [MEETING YOU] [3],false,jungkook,{'jungkook'}
https://golemlab.eu/graph/29410218,159,To All the Men I've Fucked Before,"Working for a large entertainment company has its perks. Like working with people you’ve known since college, when you attended the arts school that funnels right into the company. When your journal entries about people who you have slept with accidentally gets sent TO those people, you find that your quiet work existence gets turned upside down.",2021-02-14,30586,Mature,F/M,Completed,Alternate Universe - To All the Boys I've Loved Before Fusion | Angst with a Happy Ending | Begging | Bighit | Blow Jobs | Co-workers | College | Creampie | Cunnilingus | Drama & Romance | Dry Humping | Evil Bitches | Explicit Language | Explicit Sexual Content | Fake/Pretend Relationship | First Love | First Time | Fist Fights | Fluff and Angst | Fluff and Smut | Hair-pulling | Inspired by To All The Boys I've Loved Before | Jeon Jungkook is Bad at Feelings | Jeon Jungkook is Whipped | Kim Namjoon - Freeform | Kim Namjoon | RM is Bad at Feelings | Kim Seokjin - Freeform | Loss of Virginity | Min Yoongi - Freeform | Minor Injuries | Multiple Orgasms | Neck Kissing | Netflix ReImagined BTS | Rejection | Romance | Romantic Comedy | Seoul | Slow Burn | Smut | Song: Euphoria (BTS) | Song: Mikrokosmos (BTS) | Song: Stay (BTS) | Teasing | Unprotected Sex | Vaginal Fingering | Vaginal Sex | Valentine's Day | Workplace Relationship | fake dating au | jeon jungkook - Freeform | jung hoseok - Freeform | kim taehyung - Freeform | minor blood | minor daddy kink | park jimin - Freeform | rejected proposal,"Jeon Jungkook/Reader, Kim Namjoon | RM/Jennie Series: To All the Men I've Fucked Before Universe [1]",false,jungkook,{'jungkook'}
https://golemlab.eu/graph/12325911,159,Don't Talk Back To Me,The pet bird that you have overlooking your balcony shit talks me whenever I go out on my own balcony AU. AKA Jin is yelling at a parrot.,2017-10-10,2033,Teen And Up Audiences,F/M,Completed,Crack | Fluff | Fluff and Humor | Kim Seokjin | Jin-centric | One Shot,Kim Seokjin | Jin/Reader,false,seokjin,{'seokjin'}
https://golemlab.eu/graph/16498919,158,Suga Daddy,"I was an Army through and through , and at my first concert where I was able to be in the front row , I locked eyes with Suga and it was all over from there ***SLOW UPDATES***",2018-11-02,59274,Explicit,F/M,Completed,Blow Jobs | Car Sex | Loss of Virginity | Multiple Orgasms | Oral Sex | Rough Sex,Min Yoongi | Suga/Reader,false,yoongi,{'yoongi'}
https://golemlab.eu/graph/20748170,158,Backalley Brawl,"You've been followed by a werewolf all day, and you're done being stalked in the night. Somehow, you didn't expect him to ask for your help with a rather sensitive problem. or; yoongi's in rut and needs your help getting off.",2019-09-23,3562,Explicit,F/M,Completed,Alpha Min Yoongi | Suga | Deepthroating | FaceFucking | Oral Sex | Plot What Plot/Porn Without Plot | References to Knotting | Rough Sex | Semi-Public Sex | Unprotected Sex | Werewolf Min Yoongi | Suga | vampire reader,Min Yoongi | Suga/Reader Series: lets get spooky [2],false,yoongi,{'yoongi'}
https://golemlab.eu/graph/5362220,158,Awkward Eye Contact,15 seconds has never felt longer.,2015-12-06,1693,Not Rated,F/M,Completed,,Jung Hoseok | J-Hope/Reader Series: Eye Contact [1],false,hoseok,{'hoseok'}
https://golemlab.eu/graph/37973347,158,Tease Me | Jungkook,"It's always the same: Jungkook creeps into your room during your afternoon nap and snuggles against you.  As always, you wriggle back against him, your ass pressing into his hips. But that's where it ends.  Nothing ever happens back there, not so much as a twitch, and you're left to conclude he isn't into you, that you've been well and truly friend zoned. What you wouldn't give to feel his boner against you, or to have his hands hovering somewhere verging on the inappropriate...any indication that he might respond if you're ever brave enough to make a move.",2022-03-26,10284,Explicit,F/M,Completed,Alternate Universe | Alternate Universe - Canon Divergence | Blow Jobs | Fingerfucking | Friends to Lovers | Fucking | Jeon Jungkook Smut | Jeon Jungkook is a Tease | Jeon Jungkook-centric | Jeon Jungkook/you - Freeform | Multiple Orgasms | Nipple Play | Oral Sex | Secret Crush | Sexual Fantasy | Smut | Soft Dom Jeon Jungkook | Teasing | Top Jeon Jungkook | Vaginal Sex | reader - Freeform,Jeon Jungkook/Reader,false,jungkook,{'jungkook'}
https://golemlab.eu/graph/10402074,158,Royal Love,"The Royal family hires you to be personal maid to their 5th son, Prince Jimin.",2017-03-22,10201,Teen And Up Audiences,F/M,Completed,Alternate Universe - Royalty | Angst | Ball | Bathing/Washing | Dancing | Flirting | Flirty Park Jimin | Fluff | Fluff and Angst | Forbidden Love | Forced Kissing | Jealous Park Jimin | Kidnapping | Love | Maid Reader | Mild Blood | Minor Violence | Non-Consensual Touching | Prince Jeon Jungkook | Prince Kim Taehyung | V | Prince Min Yoongi | Suga | Prince Park Jimin | Protective Park Jimin | Protectiveness | Romantic Fluff | Royalty | Suspicions | Swordfighting | Swords,"Park Jimin (BTS)/Reader, Park Jimin/Reader",false,jimin,{'jimin'}
https://golemlab.eu/graph/14545419,158,Why So Serious?,"He was too young, you felt too old. It was never going to work. At least, that's what you told yourself. That was then. This is now. Four years is a long time to get over someone, but what if you don't? or The one where Jungkook wants to prove to his Noona that he's a man. YOUR man. TW I CC (ON HIATUS INDEFINITELY)",2018-05-05,25651,Explicit,F/M,In-Progress,Age Difference | Anal Fingering | Anal Sex | Angst with a Happy Ending | Attempt at Humor | Blow Jobs | Boys Kissing | Creampie | Dom/sub Undertones | Drinking | Friends to Lovers | Gay Sex | Hyung Kink | Jeon Jungkook is Whipped | Jung Hoseok | J-Hope is a Little Shit | Loss of Virginity | Pining | Rimming | Smutty Flashbacks | Yoongi has a butt fetish | bottom!jimin | innocent my ass | more tags to be added later | shy lil bun | side!yoonmin | slight nipple kink perhaps? | this fic has a mind of its own okay | top!yoongi | turns into a freak,"Jeon Jungkook/Reader, Kim Namjoon | RM/Kim Seokjin | Jin, Min Yoongi | Suga/Park Jimin",false,jungkook,{'jungkook'}
https://golemlab.eu/graph/22216570,158,Tears (Yandere Seokjin x Reader),Seokjin's determined to make you feel his love,2020-01-11,1213,Explicit,F/M,Completed,Jealousy | Low Self Esteem | Oral Sex | Smut | Yandere Bangtan Boys | BTS | allusion to violence | jin’s Lips eating your pussy what more could you want | kpopyandere,"Kim Seokjin | Jin/Reader, Yandere!Seokjin/Reader",false,seokjin,{'seokjin'}
https://golemlab.eu/graph/16881423,158,dress code,➾ summary: ceo!jimin takes it upon himself to discipline you when your attire doesn’t exactly adhere to HR regulations,2018-12-06,6302,Explicit,F/M,Completed,CEO Park Jimin | Creampies | Cum Eating | Oral Sex | Public Sex | bucket loads of cum | face fucking | tit fucking,Park Jimin (BTS)/Reader,false,jimin,{'jimin'}
https://golemlab.eu/graph/26098270,158,love & other four-letter words,"Things are going good for Jeongguk, maybe even great. Loose ends are being tied, his life is beginning to have some semblance of an order, and he’s got you—his best friend of three years—by his side the whole way through. But the universe loves nothing more than throwing wrenches in plans. And this particular wrench comes in the form of you getting a boyfriend.",2020-08-25,3448,Mature,F/M,Completed,But also | College AU | Friends to Lovers | Light Smut | playboy JK | soft jk | sope banter,Jeon Jungkook/Reader,false,jungkook,{'jungkook'}
https://golemlab.eu/graph/5098832,157,Personal evaluation,"He doesn’t care about formality. Oppa is fine or better yet, his name.",2015-10-29,2278,Mature,F/M,Completed,Alternate Universe - Idols | First Time | Mild Sexual Content | Smut,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You",false,yoongi,{'yoongi'}
https://golemlab.eu/graph/27672424,157,Never Have I Ever,"You're sick of lackluster experiences with the usual dating apps. This time your friend recommends a new app that's unlike all the rest. It's a kind of sex roulette: You don't know who you'll get or what they'll look like... You provide a list of ""won't do"" and ""want to"". You're given a meet up location, a time, then the fun begins.",2020-11-22,7093,Mature,F/M,Completed,Beast - Freeform | Hybrid - Freeform | Hybrid cock | Licking | Oral Sex | Roulette - Freeform | Sex | Soft Daddy Yoongi | Taking Chances | Unprotected Sex | surprise,Min Yoongi | Suga/Reader Series: Stumble Upon [10],false,yoongi,{'yoongi'}
https://golemlab.eu/graph/34598992,157,In the Soop,"“So Jungkook can bring his wife, but I can’t?” scoffs Jin. “Jin hyung, you don’t have a wife,” Yoongi retorts. “I could have a wife if I wanted one,” Jin replies, folding his arms.",2021-10-19,29328,Explicit,F/M,Completed,Anal Fingering | BTS In The Soop Season/Series 01 | Bilingual Character(s) | Blow Jobs | British Character | Butt Plugs | Coming In Pants | Cunnilingus | DILF Jeon Jungkook | Dirty Talk | Dom/sub Undertones | Dry Humping | Fluff | Idol Verse | Incorrect Use of Honorifics | Jeon Jungkook has a Noona Kink | Masturbation | Noona Kink | Pegging | Present Tense | Reader-Insert | Romance | Sex | Spanking | Switch Jeon Jungkook | Switch Reader | Vaginal Fingering | dilf,"Jeon Jungkook/Reader, Jeon Jungkook/You Series: The Stay Series [4]",false,jungkook,{'jungkook'}
https://golemlab.eu/graph/24927877,157,We Are All Dreamers,"Jeon Jungkook is a cocky bastard. Not only does he have the pride and insolence twice the size of his head, but he also has an anger that could open up the door to hell on itself. As he continues to refuse to believe on the soulmate system, he keeps on unknowingly hurting you, punishing you for what the universe has thrown at him in the past. Would he change his ways as he finally meets you? Or would you run away, giving him the exit that he had seemed to desire so greatly?",2020-06-26,16526,Mature,F/M,Completed,Alternate Universe - Soulmates | Angst | Angst and Romance | Angst with a Happy Ending | Bondage | Dirty Talk | Dom Jeon Jungkook | Dominance | First Time | Jealousy | Jeon Jungkook is Bad at Feelings | Jeon Jungkook is Whipped | Smut | Soulmates,Jeon Jungkook/Reader Series: We Are All Dreamers [1],false,jungkook,{'jungkook'}
https://golemlab.eu/graph/21492523,157,Lil Meow Meow,Yoongi is a good boy who wants to cum very very badly for you.,2019-11-19,656,Explicit,F/M,Completed,Anal Sex | Begging | Cat Hybrid Min Yoongi | Suga | Cat/Human Hybrids | Cute Min Yoongi | Suga | Dirty Talk | Dom/sub Play | Dominate Female | Dominatrix | Feminization | Hybrids | Omorashi | Rough Sex | Size Kink | Strap-Ons | Sub Min Yoongi | Suga | Submissive Character | Watersports | dom reader | lots of lube | mentions of fisting,Min Yoongi | Suga/Reader Series: Bangtan Monster Mash [2],false,yoongi,{'yoongi'}
https://golemlab.eu/graph/18614056,157,Stranded,Stranded in the Swiss Alps with your best friend. What could go wrong?,2019-01-31,7936,Mature,F/M,Completed,,Kim Taehyung | V/Reader,false,taehyung,{'taehyung'}
https://golemlab.eu/graph/7272217,157,six christmases,"on the first christmas, she learned that she absolutely, well and truly, entirely fucking hated snow.",2016-06-22,3217,Mature,F/M,Completed,Family | Fluff and Humor | Implied Sexual Content | Parenthood,Kim Taehyung | V/Reader Series: Personal Favourites From The Past [8],false,taehyung,{'taehyung'}
https://golemlab.eu/graph/17359445,156,Breathe,"The night before your wedding to a man you couldn't find any more repugnant, you seek out the mercantile aid of an unscrupulous space pirate.",2019-01-09,2515,Teen And Up Audiences,F/M,Completed,Alternate Universe - Aliens | Alternate Universe - Space | Crack | POV Second Person | cute misunderstandings,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You Series: Dig Deep [2]",false,yoongi,{'yoongi'}
https://golemlab.eu/graph/16944465,156,In Heat,None,2018-12-11,255,Mature,F/M,Completed,Cat Hybrid Min Yoongi | Suga | Cat/Human Hybrids | Erections | Established Relationship | Hybrid Min Yoongi | Suga | Hybrids | Implied Sexual Content | Mating Cycles/In Heat | Mild Smut,Min Yoongi | Suga/Reader,false,yoongi,{'yoongi'}
https://golemlab.eu/graph/6801406,156,Afflatus,"He spewed hurtful words, you gave him silence in return, and that just won't do.",2016-05-09,3370,Explicit,F/M,Completed,Explicit Sexual Content | Little bit of fluff at the end,Min Yoongi | Suga/Reader,false,yoongi,{'yoongi'}
https://golemlab.eu/graph/29390514,156,The Sevenfold Path - Yoongi,"The Min clan boasts the power of foresight, the much-coveted ability to read the future. Yoongi has already claimed to know yours, but he is frustratingly unwilling to share. Can you come to trust him enough to guide you into the future that only he can see? (Begin by reading The Sevenfold Path - Prologue)",2021-02-13,40013,Teen And Up Audiences,F/M,Completed,Alternate Universe | Reader-Insert | WITCHES AU | magical au,Min Yoongi | Suga/Reader Series: The Sevenfold Path [6],false,yoongi,{'yoongi'}
https://golemlab.eu/graph/12634218,156,Struck,A compass is embedded on your wrist that leads you to your soulmate. It's everyone's dream to find their one and only and be with them forever. You didn't believe in soulmates. You didn't want to. You were scared of forever. But he made you want to believe.,2017-11-05,17981,Not Rated,Gen,In-Progress,Alternate Universe - Soulmates | Angst | Developing Relationship | Fluff | Soulmates,Min Yoongi | Suga/Reader,false,yoongi,{'yoongi'}
https://golemlab.eu/graph/16665319,156,Rational Decisions,Yoongi has given up on the idea of having it all. He's made his choices and is willing to deal with them. That is..until YOU came around.,2018-11-19,103258,General Audiences,F/M,In-Progress,Idol Min Yoongi | Suga | Light Angst | Little Bit of Everything | mature content throughout,Min Yoongi | Suga/Reader,false,yoongi,{'yoongi'}
https://golemlab.eu/graph/18159854,156,Safe,"And this would be the first time you would be joining them. The first time the fans would get a good look at you: the girl who had snatched their precious oppa away from them. What if they hated you? What if they shouted insults and obscenities, reached out to pull your hair, extended a foot to trip you or threw things at your cringing figure as you tried desperately to protect yourself from the abuse you knew you were going to receive? And worse, what if they hurt your daughter? ~~~Requested by daniellalundbeerg~~~",2019-03-18,2122,Not Rated,F/M,Completed,Airports | Here we go now | I HAVE NEVER DONE THIS BEFORE | Kim Taehyung | V-centric | LET'S GET IT | Panic Attacks | Protective Bangtan Boys | Protective Kim Taehyung | V | Sasaeng Fan(s) | Taehyung Has A Child | please be kind,Kim Taehyung | V/Reader Series: Requests [2],false,taehyung,{'taehyung'}
https://golemlab.eu/graph/27647456,156,Dominate me,"You've been getting stares from Jimin for two days straight and it's driving you nuts! You've decided to confront him about it and after he gets a random boner when talking to you, you realize that Jimin has some weird kinks going on and he seems a little adamant to want you and only you. That day was the day that you realized that you want to dominate someone like him, and he sure as hell don't mind.",2020-11-24,40900,Explicit,F/M,In-Progress,Alternate Universe - College/University | Anal Fingering | Anal Play | Begging | Body Worship | Dirty Talk | Dom/sub | Edgeplay | Face-Sitting | Hoseok is your best friend | Jimin likes it rough | Jimin likes to be controlled | Jimin wants her to dominate him | Jimin's thighs are MMMMMM | Noona Kink | Other Additional Tags to Be Added | Park Jimin Has a Big Dick (BTS) | Park Jimin Has a Nice Ass (BTS) | Park Jimin Has a Praise Kink (BTS) | Park Jimin is Bi | Pegging | Phone Sex | Praise Kink | Reader has a dominant side | Reader loves them | Reader-Insert | Semi-Public Sex | Sex | Shameless Smut | Smut | Sub Park Jimin (BTS) | Taehyung's a fuckboy | Whiny Park Jimin (BTS),Park Jimin (BTS)/Reader Series: Jimin-centric [1],false,jimin,{'jimin'}
https://golemlab.eu/graph/35203660,156,It Only Takes a Moment || Jimin x Reader,"From the moment you heard your company was putting on Swan Lake, you knew you had to play Odette. And from the moment you met eyes with him, you knew it wasn't going to be easy. (A/n: It's finally here :'] enjoy)",2021-11-18,268207,General Audiences,F/M,Completed,Alternate Universe - Ballet | Ballet | Ballet Dancer Park Jimin (BTS) | Character Development | Comedy | Drama | Enemies to Friends to Lovers | Enemies to Lovers | Fluff and Angst | Friendship | He gets better | Jimin Is Really Mean | Mild Angst | Reader-Insert | Romance | Slow Burn | Some Fluff | Swan Lake - Freeform | Tsundere Park Jimin (BTS) | mentions of sex recorded without consent,Park Jimin (BTS)/Reader,false,jimin,{'jimin'}
https://golemlab.eu/graph/20724398,156,Babyboy,"Jimin accidentally lets slip that he has a Mommy kink and well, who are you to tell your Babyboy no?",2019-09-21,2161,Explicit,F/M,Completed,Dom/sub Undertones | Established Relationship | Its all soft really tho | Just soft really | Kink Discovery | Mommy Kink | Oral Sex | Smut | Soft Park Jimin (BTS) | Soft reader | Stockings | Sub Park Jimin (BTS) | babyboy park jimin | dom reader | jimin in stockings | nothing else matters,Park Jimin (BTS)/Reader,false,jimin,{'jimin'}
https://golemlab.eu/graph/13409994,156,Yes Mommy,"Jungkooks bratty attitude has gotten the best of him, and while he doesn't think much of it, it's been really bothering you. When you come home after a stressful day to find him breaking not one, but three of your four rules, it all comes to a head. Punishment turns to tears, which turn to make up sex.",2018-01-18,3285,Explicit,F/M,Completed,Anal Fingering | Anal Play | Angst | Angst and Fluff and Smut | Angst and Porn | Creampie | Dom/sub | Domestic | Edge Play | Edging | Fluff and Angst | Fluff and Smut | Light Angst | Makeup Sex | Mommy Kink | Oral Sex | Orgasm Control | Orgasm Delay/Denial | Power Dynamics | Power Play | Rope Bondage | Smut | baby boy jungkook | bottom!jungkook | sub!jungkook | there's crying and then orgasms,Jeon Jungkook/Reader,false,jungkook,{'jungkook'}
https://golemlab.eu/graph/23812966,156,stay in your lane,in which the reader is the captain of the women’s swim team and jungkook is the “golden freshman” of the men’s swim team… OR in which jungkook is overtly whipped for the reader and acts out in any way possible to gain her love and attention - no matter the consequence.,2020-04-24,5871,Mature,F/M,Completed,Alternate Universe - College/University | Alternate Universe - Swimming | Baby Boy Jeon Jungkook | Dom/sub | Fluff | Fluff and Smut | Smut | Sub Jeon Jungkook | Swimmer Jeon Jungkook,Jeon Jungkook/Reader,false,jungkook,{'jungkook'}
https://golemlab.eu/graph/27139750,156,wake up call.,"Good morning, indeed. Jungkook x Reader",2020-10-21,840,Explicit,F/M,Completed,Established Relationship | Fingerfucking | Hair-pulling | Jeon Jungkook is Whipped | Morning Sex | Oral Sex | Smut,Jeon Jungkook/Reader,false,jungkook,{'jungkook'}
https://golemlab.eu/graph/31295369,155,The Garden Thief,"Your beloved vegetable patch has once again been victimized by a hungry thief in the night. The prime suspect? Jeon Jungkook, your neighbour's rabbit hybrid. But when you finally confront him, he pleads innocent, and proposes a plan to clear his name.",2021-05-14,9230,Explicit,F/M,Completed,Cum Play | Drama | Enemies to Lovers | Fluff | Hybrid Jeon Jungkook | Hybrids | Jungkook is a bratty bunny | Little bit of mud involved... they're outside what do you want from me?! | Namjoon is a horticulturalist with the best wisdom | Oral Sex | Smut | referenced hybrid neglect and oppression | sex outside | that wisdom being you should fuck Jungkook,Jeon Jungkook/Reader,false,jungkook,{'jungkook'}
https://golemlab.eu/graph/6883663,155,dressing room,"“What do you mean?” she looks at him like he’s an idiot, though there’s an underlying fondness, as she unbuckles his belt and tugs his pants down his legs, “You’re hard and I’m horny and we can’t have sex because not only are we in public but we don’t have a condom so.”",2016-05-17,1581,Mature,F/M,Completed,Oral Sex | Semi-Public Sex | a blowjob in a dressing room omg what have i become | this is a completely self indulgent fic lmao,Jeon Jungkook/Reader,false,jungkook,{'jungkook'}
